AQI.Value,AQI.Category,CO.AQI.Value,CO.AQI.Category,Ozone.AQI.Value,Ozone.AQI.Category,NO2.AQI.Value,NO2.AQI.Category,PM2.5.AQI.Value,PM2.5.AQI.Category
66,2,1,1,25,1,2,1,66,2
47,1,1,1,47,1,0,1,31,1
31,1,1,1,15,1,1,1,31,1
60,2,2,1,16,1,3,1,60,2
53,2,2,1,10,1,1,1,53,2
64,2,1,1,31,1,3,1,64,2
65,2,2,1,22,1,14,1,65,2
50,1,1,1,29,1,3,1,50,1
45,1,1,1,45,1,0,1,24,1
29,1,0,1,29,1,2,1,25,1
58,2,1,1,39,1,0,1,58,2
47,1,1,1,47,1,1,1,41,1
67,2,1,1,42,1,2,1,67,2
36,1,1,1,36,1,1,1,29,1
65,2,0,1,22,1,0,1,65,2
65,2,1,1,65,2,0,1,20,1
191,4,2,1,141,3,2,1,191,4
57,2,2,1,3,1,4,1,57,2
27,1,0,1,27,1,0,1,20,1
160,4,1,1,37,1,0,1,160,4
86,2,3,1,76,2,1,1,86,2
101,3,0,1,23,1,0,1,101,3
43,1,1,1,43,1,0,1,24,1
36,1,0,1,18,1,0,1,36,1
38,1,1,1,25,1,2,1,38,1
83,2,1,1,83,2,1,1,80,2
120,3,3,1,72,2,0,1,120,3
49,1,1,1,49,1,0,1,31,1
52,2,2,1,17,1,11,1,52,2
57,2,1,1,56,2,0,1,57,2
120,3,3,1,10,1,3,1,120,3
166,4,3,1,4,1,11,1,166,4
32,1,1,1,25,1,2,1,32,1
36,1,1,1,24,1,4,1,36,1
27,1,1,1,26,1,0,1,27,1
73,2,2,1,28,1,3,1,73,2
30,1,1,1,8,1,1,1,30,1
73,2,1,1,45,1,1,1,73,2
46,1,1,1,31,1,0,1,46,1
47,1,1,1,47,1,1,1,24,1
75,2,1,1,34,1,2,1,75,2
38,1,0,1,38,1,0,1,35,1
34,1,1,1,34,1,1,1,10,1
31,1,1,1,31,1,0,1,25,1
192,4,3,1,45,1,4,1,192,4
80,2,1,1,31,1,4,1,80,2
16,1,0,1,16,1,0,1,15,1
66,2,1,1,38,1,3,1,66,2
34,1,1,1,26,1,2,1,34,1
57,2,1,1,26,1,10,1,57,2
24,1,1,1,24,1,1,1,19,1
135,3,1,1,33,1,2,1,135,3
69,2,2,1,38,1,10,1,69,2
375,6,1,1,40,1,0,1,305,6
138,3,3,1,138,3,5,1,82,2
43,1,1,1,43,1,0,1,16,1
188,4,1,1,85,2,1,1,188,4
64,2,1,1,64,2,3,1,29,1
57,2,0,1,27,1,0,1,57,2
61,2,1,1,10,1,16,1,61,2
45,1,1,1,37,1,4,1,45,1
39,1,1,1,39,1,1,1,38,1
23,1,0,1,23,1,0,1,21,1
113,3,1,1,35,1,1,1,113,3
42,1,1,1,42,1,0,1,25,1
37,1,1,1,37,1,0,1,17,1
73,2,1,1,38,1,2,1,73,2
33,1,1,1,30,1,0,1,33,1
97,2,1,1,97,2,0,1,41,1
39,1,1,1,24,1,3,1,39,1
56,2,1,1,34,1,1,1,56,2
31,1,1,1,31,1,0,1,17,1
58,2,1,1,58,2,1,1,41,1
203,5,3,1,203,5,6,1,151,4
58,2,1,1,31,1,3,1,58,2
78,2,2,1,23,1,9,1,78,2
71,2,1,1,35,1,4,1,71,2
58,2,1,1,20,1,0,1,58,2
45,1,1,1,25,1,2,1,45,1
31,1,0,1,28,1,2,1,31,1
131,3,0,1,25,1,0,1,131,3
29,1,1,1,29,1,0,1,19,1
43,1,1,1,19,1,0,1,43,1
58,2,1,1,23,1,7,1,58,2
172,4,3,1,154,4,1,1,172,4
26,1,1,1,26,1,2,1,17,1
68,2,1,1,37,1,0,1,68,2
300,6,1,1,35,1,0,1,242,5
32,1,0,1,21,1,0,1,32,1
53,2,1,1,5,1,3,1,53,2
169,4,1,1,49,1,0,1,169,4
99,2,3,1,12,1,5,1,99,2
36,1,0,1,24,1,3,1,36,1
150,4,4,1,13,1,3,1,150,4
38,1,1,1,11,1,0,1,38,1
57,2,0,1,38,1,0,1,57,2
32,1,0,1,29,1,1,1,32,1
188,4,3,1,165,4,1,1,188,4
55,2,1,1,28,1,2,1,55,2
59,2,2,1,21,1,15,1,59,2
40,1,1,1,25,1,1,1,40,1
61,2,1,1,38,1,3,1,61,2
22,1,1,1,18,1,0,1,22,1
77,2,1,1,35,1,3,1,77,2
152,4,1,1,45,1,1,1,152,4
29,1,0,1,29,1,0,1,24,1
68,2,1,1,39,1,0,1,68,2
38,1,0,1,32,1,0,1,38,1
98,2,1,1,17,1,0,1,98,2
202,5,4,1,202,5,10,1,157,4
109,3,2,1,109,3,0,1,109,3
67,2,1,1,34,1,0,1,67,2
30,1,1,1,30,1,2,1,12,1
308,6,4,1,91,2,8,1,308,6
41,1,1,1,41,1,0,1,23,1
39,1,1,1,39,1,0,1,27,1
70,2,1,1,34,1,0,1,70,2
94,2,4,1,21,1,2,1,94,2
34,1,1,1,19,1,4,1,34,1
64,2,2,1,7,1,17,1,64,2
76,2,1,1,40,1,3,1,76,2
56,2,0,1,25,1,1,1,56,2
79,2,1,1,38,1,1,1,79,2
34,1,1,1,34,1,3,1,21,1
34,1,1,1,34,1,3,1,21,1
69,2,1,1,33,1,2,1,69,2
41,1,1,1,36,1,1,1,41,1
58,2,2,1,16,1,1,1,58,2
36,1,1,1,36,1,0,1,10,1
86,2,0,1,24,1,0,1,86,2
56,2,1,1,17,1,0,1,56,2
47,1,1,1,28,1,1,1,47,1
57,2,1,1,32,1,1,1,57,2
48,1,2,1,22,1,7,1,48,1
70,2,2,1,35,1,0,1,70,2
171,4,4,1,171,4,2,1,128,3
196,4,2,1,96,2,0,1,196,4
47,1,1,1,35,1,1,1,47,1
31,1,1,1,31,1,0,1,20,1
37,1,1,1,34,1,0,1,37,1
108,3,2,1,19,1,6,1,108,3
24,1,1,1,22,1,4,1,24,1
55,2,2,1,16,1,4,1,55,2
80,2,3,1,1,1,6,1,80,2
171,4,4,1,155,4,1,1,171,4
82,2,0,1,23,1,0,1,82,2
62,2,0,1,21,1,0,1,62,2
37,1,1,1,37,1,4,1,16,1
219,5,1,1,61,2,0,1,219,5
92,2,1,1,34,1,2,1,92,2
157,4,0,1,29,1,0,1,157,4
46,1,1,1,46,1,0,1,39,1
63,2,1,1,24,1,2,1,63,2
53,2,0,1,23,1,1,1,53,2
163,4,1,1,34,1,0,1,163,4
93,2,1,1,26,1,1,1,93,2
51,2,0,1,24,1,1,1,51,2
238,5,1,1,39,1,0,1,238,5
54,2,1,1,18,1,2,1,54,2
31,1,1,1,2,1,0,1,31,1
32,1,1,1,32,1,1,1,22,1
41,1,2,1,25,1,1,1,41,1
45,1,1,1,19,1,0,1,45,1
62,2,1,1,62,2,2,1,55,2
21,1,0,1,18,1,1,1,21,1
148,3,1,1,40,1,0,1,148,3
43,1,1,1,19,1,4,1,43,1
42,1,1,1,12,1,3,1,42,1
93,2,1,1,47,1,0,1,93,2
42,1,1,1,42,1,0,1,20,1
55,2,1,1,29,1,0,1,55,2
147,3,3,1,147,3,1,1,130,3
108,3,2,1,28,1,4,1,108,3
41,1,1,1,41,1,0,1,38,1
112,3,4,1,13,1,34,1,112,3
49,1,1,1,33,1,0,1,49,1
67,2,1,1,67,2,1,1,50,1
130,3,3,1,11,1,12,1,130,3
70,2,2,1,17,1,15,1,70,2
118,3,2,1,24,1,4,1,118,3
127,3,2,1,118,3,2,1,127,3
109,3,2,1,48,1,0,1,109,3
33,1,0,1,33,1,1,1,13,1
30,1,1,1,30,1,2,1,20,1
59,2,1,1,19,1,10,1,59,2
71,2,1,1,18,1,0,1,71,2
95,2,1,1,26,1,1,1,95,2
35,1,1,1,35,1,1,1,21,1
64,2,2,1,5,1,4,1,64,2
74,2,1,1,39,1,1,1,74,2
67,2,1,1,39,1,1,1,67,2
74,2,1,1,29,1,2,1,74,2
41,1,1,1,41,1,0,1,26,1
42,1,1,1,34,1,2,1,42,1
72,2,1,1,42,1,2,1,72,2
42,1,1,1,19,1,2,1,42,1
34,1,0,1,25,1,0,1,34,1
175,4,6,1,5,1,21,1,175,4
50,1,1,1,17,1,6,1,50,1
244,5,1,1,46,1,0,1,244,5
60,2,1,1,19,1,1,1,60,2
134,3,1,1,19,1,2,1,134,3
24,1,0,1,15,1,0,1,24,1
161,4,2,1,161,4,2,1,83,2
141,3,3,1,141,3,1,1,96,2
150,4,2,1,150,4,2,1,74,2
41,1,1,1,22,1,3,1,41,1
64,2,2,1,18,1,15,1,64,2
63,2,2,1,35,1,8,1,63,2
59,2,0,1,24,1,0,1,59,2
40,1,1,1,40,1,2,1,35,1
48,1,1,1,13,1,2,1,48,1
33,1,1,1,33,1,3,1,20,1
107,3,3,1,12,1,28,1,107,3
70,2,3,1,21,1,2,1,70,2
54,2,2,1,10,1,2,1,54,2
63,2,1,1,44,1,1,1,63,2
50,1,0,1,25,1,0,1,50,1
122,3,3,1,0,1,10,1,122,3
160,4,3,1,72,2,3,1,160,4
53,2,1,1,38,1,2,1,53,2
62,2,1,1,46,1,6,1,62,2
46,1,2,1,24,1,1,1,46,1
72,2,1,1,12,1,6,1,72,2
41,1,1,1,37,1,2,1,41,1
51,2,2,1,31,1,1,1,51,2
57,2,1,1,30,1,1,1,57,2
160,4,3,1,131,3,1,1,160,4
181,4,1,1,34,1,0,1,181,4
172,4,5,1,103,3,6,1,172,4
32,1,1,1,32,1,0,1,28,1
91,2,1,1,18,1,5,1,91,2
53,2,1,1,29,1,3,1,53,2
54,2,1,1,18,1,0,1,54,2
172,4,5,1,106,3,6,1,172,4
99,2,1,1,46,1,0,1,99,2
67,2,1,1,34,1,0,1,67,2
56,2,1,1,12,1,12,1,56,2
82,2,1,1,35,1,2,1,82,2
59,2,1,1,52,2,1,1,59,2
58,2,1,1,36,1,1,1,58,2
64,2,2,1,18,1,0,1,64,2
77,2,3,1,14,1,2,1,77,2
104,3,2,1,49,1,0,1,104,3
17,1,0,1,17,1,0,1,14,1
26,1,0,1,26,1,0,1,22,1
75,2,1,1,36,1,1,1,75,2
47,1,0,1,47,1,0,1,16,1
65,2,1,1,37,1,2,1,65,2
47,1,1,1,19,1,8,1,47,1
27,1,1,1,24,1,5,1,27,1
63,2,1,1,24,1,13,1,63,2
116,3,2,1,47,1,1,1,116,3
53,2,1,1,25,1,5,1,53,2
35,1,1,1,29,1,8,1,35,1
63,2,1,1,12,1,8,1,63,2
94,2,1,1,34,1,1,1,94,2
34,1,1,1,34,1,3,1,18,1
37,1,1,1,37,1,2,1,16,1
39,1,1,1,32,1,4,1,39,1
58,2,1,1,35,1,2,1,58,2
77,2,1,1,12,1,11,1,77,2
70,2,0,1,25,1,0,1,70,2
59,2,1,1,16,1,7,1,59,2
33,1,0,1,33,1,0,1,21,1
54,2,1,1,42,1,1,1,54,2
54,2,1,1,32,1,0,1,54,2
14,1,0,1,14,1,0,1,9,1
28,1,1,1,28,1,1,1,23,1
64,2,1,1,40,1,2,1,64,2
178,4,4,1,178,4,3,1,132,3
37,1,1,1,37,1,3,1,31,1
53,2,1,1,29,1,1,1,53,2
89,2,1,1,33,1,3,1,89,2
41,1,1,1,41,1,1,1,29,1
50,1,1,1,35,1,4,1,50,1
78,2,3,1,10,1,19,1,78,2
54,2,2,1,8,1,8,1,54,2
66,2,1,1,29,1,7,1,66,2
115,3,1,1,43,1,1,1,115,3
24,1,0,1,24,1,0,1,10,1
35,1,0,1,35,1,0,1,14,1
32,1,1,1,17,1,0,1,32,1
52,2,1,1,23,1,1,1,52,2
55,2,1,1,8,1,1,1,55,2
25,1,1,1,25,1,4,1,25,1
153,4,1,1,22,1,1,1,153,4
57,2,2,1,24,1,14,1,57,2
187,4,4,1,187,4,2,1,137,3
58,2,2,1,30,1,0,1,58,2
40,1,1,1,40,1,0,1,39,1
117,3,4,1,4,1,36,1,117,3
75,2,1,1,43,1,0,1,75,2
48,1,1,1,30,1,3,1,48,1
52,2,1,1,47,1,1,1,52,2
58,2,1,1,34,1,2,1,58,2
41,1,1,1,36,1,1,1,41,1
83,2,1,1,41,1,0,1,83,2
106,3,3,1,4,1,40,1,106,3
151,4,4,1,8,1,14,1,151,4
33,1,1,1,33,1,1,1,12,1
59,2,2,1,23,1,19,1,59,2
59,2,1,1,59,2,2,1,50,1
31,1,1,1,31,1,2,1,26,1
58,2,2,1,4,1,4,1,58,2
172,4,7,1,0,1,22,1,172,4
56,2,1,1,16,1,4,1,56,2
15,1,0,1,14,1,0,1,15,1
62,2,3,1,62,2,2,1,54,2
54,2,1,1,36,1,1,1,54,2
169,4,4,1,167,4,1,1,169,4
65,2,1,1,49,1,2,1,65,2
45,1,1,1,45,1,0,1,19,1
92,2,3,1,35,1,1,1,92,2
162,4,3,1,162,4,2,1,159,4
35,1,1,1,35,1,0,1,15,1
42,1,1,1,20,1,0,1,42,1
47,1,1,1,43,1,0,1,47,1
54,2,1,1,37,1,0,1,54,2
42,1,1,1,40,1,0,1,42,1
31,1,0,1,3,1,13,1,31,1
100,3,2,1,11,1,6,1,100,3
36,1,1,1,36,1,3,1,15,1
63,2,1,1,34,1,1,1,63,2
32,1,1,1,32,1,0,1,20,1
31,1,1,1,31,1,5,1,28,1
162,4,3,1,160,4,1,1,162,4
60,2,1,1,43,1,1,1,60,2
27,1,1,1,23,1,0,1,27,1
80,2,1,1,40,1,3,1,80,2
34,1,1,1,34,1,0,1,34,1
38,1,1,1,38,1,0,1,19,1
40,1,1,1,18,1,0,1,40,1
65,2,2,1,44,1,1,1,65,2
19,1,0,1,19,1,0,1,17,1
45,1,1,1,45,1,1,1,41,1
42,1,1,1,30,1,1,1,42,1
60,2,1,1,23,1,1,1,60,2
33,1,1,1,33,1,3,1,22,1
52,2,1,1,31,1,0,1,52,2
37,1,1,1,37,1,0,1,4,1
33,1,1,1,33,1,0,1,33,1
35,1,1,1,34,1,0,1,35,1
151,4,1,1,42,1,0,1,151,4
62,2,2,1,15,1,0,1,62,2
61,2,2,1,42,1,1,1,61,2
36,1,1,1,36,1,0,1,19,1
77,2,2,1,46,1,1,1,77,2
53,2,1,1,25,1,0,1,53,2
171,4,3,1,171,4,1,1,163,4
81,2,1,1,46,1,0,1,81,2
19,1,0,1,19,1,0,1,16,1
34,1,0,1,19,1,0,1,34,1
34,1,1,1,25,1,4,1,34,1
42,1,1,1,39,1,1,1,42,1
80,2,1,1,38,1,0,1,80,2
27,1,0,1,27,1,1,1,22,1
159,4,1,1,49,1,0,1,159,4
44,1,1,1,25,1,2,1,44,1
45,1,0,1,45,1,0,1,21,1
67,2,1,1,49,1,0,1,67,2
72,2,1,1,46,1,0,1,72,2
88,2,2,1,29,1,4,1,88,2
54,2,1,1,18,1,4,1,54,2
91,2,2,1,6,1,4,1,91,2
161,4,7,1,18,1,15,1,161,4
65,2,1,1,20,1,2,1,65,2
29,1,1,1,16,1,3,1,29,1
33,1,1,1,33,1,0,1,23,1
107,3,1,1,61,2,0,1,107,3
52,2,1,1,31,1,1,1,52,2
81,2,1,1,44,1,0,1,81,2
82,2,2,1,31,1,2,1,82,2
28,1,1,1,4,1,0,1,28,1
38,1,1,1,21,1,0,1,38,1
57,2,1,1,33,1,0,1,57,2
53,2,1,1,47,1,0,1,53,2
43,1,1,1,43,1,0,1,29,1
39,1,1,1,31,1,4,1,39,1
39,1,1,1,23,1,2,1,39,1
114,3,1,1,37,1,0,1,114,3
138,3,8,1,44,1,0,1,138,3
51,2,1,1,38,1,1,1,51,2
63,2,1,1,54,2,0,1,63,2
50,1,1,1,39,1,2,1,50,1
101,3,1,1,41,1,0,1,101,3
182,4,1,1,37,1,0,1,182,4
70,2,2,1,22,1,14,1,70,2
28,1,1,1,20,1,2,1,28,1
31,1,1,1,16,1,0,1,31,1
52,2,1,1,26,1,1,1,52,2
42,1,1,1,42,1,0,1,16,1
10,1,1,1,5,1,0,1,10,1
70,2,2,1,37,1,0,1,70,2
160,4,5,1,30,1,11,1,160,4
65,2,2,1,31,1,5,1,65,2
44,1,1,1,39,1,1,1,44,1
29,1,1,1,22,1,0,1,29,1
89,2,1,1,46,1,0,1,89,2
154,4,2,1,44,1,2,1,154,4
33,1,0,1,33,1,0,1,27,1
43,1,1,1,43,1,0,1,14,1
205,5,2,1,31,1,3,1,205,5
21,1,0,1,19,1,0,1,21,1
42,1,1,1,42,1,2,1,40,1
136,3,3,1,32,1,6,1,136,3
178,4,7,1,13,1,19,1,178,4
181,4,5,1,63,2,8,1,181,4
76,2,1,1,30,1,2,1,76,2
176,4,5,1,29,1,10,1,176,4
56,2,1,1,23,1,0,1,56,2
97,2,2,1,27,1,6,1,97,2
53,2,1,1,30,1,2,1,53,2
29,1,0,1,24,1,0,1,29,1
39,1,0,1,39,1,1,1,19,1
54,2,1,1,54,2,1,1,52,2
114,3,1,1,29,1,2,1,114,3
37,1,1,1,37,1,0,1,14,1
40,1,1,1,40,1,0,1,12,1
47,1,1,1,47,1,3,1,41,1
59,2,1,1,44,1,0,1,59,2
66,2,1,1,54,2,0,1,66,2
38,1,1,1,38,1,0,1,20,1
34,1,1,1,34,1,0,1,15,1
72,2,1,1,30,1,1,1,72,2
30,1,1,1,30,1,1,1,12,1
109,3,1,1,27,1,1,1,109,3
36,1,1,1,36,1,0,1,17,1
176,4,1,1,39,1,0,1,176,4
111,3,3,1,19,1,24,1,111,3
74,2,2,1,54,2,1,1,74,2
37,1,1,1,37,1,1,1,30,1
47,1,1,1,39,1,2,1,47,1
50,1,1,1,40,1,1,1,50,1
69,2,1,1,69,2,0,1,58,2
25,1,0,1,25,1,2,1,15,1
137,3,4,1,125,3,7,1,137,3
67,2,1,1,36,1,4,1,67,2
57,2,1,1,17,1,3,1,57,2
72,2,1,1,40,1,2,1,72,2
72,2,1,1,30,1,4,1,72,2
77,2,2,1,29,1,13,1,77,2
86,2,2,1,76,2,1,1,86,2
28,1,0,1,28,1,0,1,19,1
34,1,1,1,34,1,1,1,27,1
14,1,1,1,2,1,0,1,14,1
48,1,1,1,33,1,0,1,48,1
51,2,1,1,35,1,3,1,51,2
68,2,2,1,25,1,9,1,68,2
35,1,1,1,35,1,3,1,18,1
174,4,3,1,147,3,0,1,174,4
62,2,2,1,4,1,4,1,62,2
36,1,1,1,9,1,4,1,36,1
81,2,3,1,15,1,21,1,81,2
61,2,2,1,18,1,6,1,61,2
68,2,2,1,20,1,15,1,68,2
67,2,1,1,38,1,4,1,67,2
67,2,2,1,2,1,12,1,67,2
59,2,1,1,11,1,15,1,59,2
58,2,1,1,24,1,6,1,58,2
49,1,1,1,42,1,1,1,49,1
35,1,1,1,35,1,0,1,15,1
36,1,1,1,18,1,0,1,36,1
139,3,4,1,6,1,12,1,139,3
33,1,1,1,33,1,1,1,25,1
39,1,1,1,39,1,1,1,9,1
46,1,1,1,46,1,0,1,16,1
76,2,2,1,41,1,2,1,76,2
54,2,1,1,37,1,0,1,54,2
128,3,1,1,41,1,0,1,128,3
58,2,1,1,35,1,0,1,58,2
63,2,1,1,26,1,5,1,63,2
74,2,1,1,29,1,1,1,74,2
34,1,1,1,34,1,0,1,15,1
45,1,1,1,28,1,0,1,45,1
79,2,3,1,6,1,8,1,79,2
75,2,2,1,22,1,4,1,75,2
61,2,2,1,6,1,6,1,61,2
53,2,2,1,20,1,0,1,53,2
41,1,0,1,30,1,0,1,41,1
38,1,1,1,38,1,1,1,31,1
30,1,0,1,16,1,0,1,30,1
52,2,1,1,32,1,0,1,52,2
35,1,1,1,13,1,1,1,35,1
62,2,3,1,13,1,1,1,62,2
59,2,1,1,36,1,3,1,59,2
24,1,0,1,24,1,0,1,22,1
155,4,1,1,51,2,1,1,155,4
19,1,0,1,19,1,0,1,16,1
148,3,1,1,21,1,4,1,148,3
61,2,1,1,42,1,1,1,61,2
56,2,1,1,26,1,1,1,56,2
45,1,0,1,45,1,0,1,22,1
75,2,2,1,12,1,3,1,75,2
42,1,1,1,41,1,1,1,42,1
23,1,1,1,3,1,0,1,23,1
88,2,1,1,29,1,0,1,88,2
33,1,1,1,33,1,2,1,32,1
65,2,2,1,3,1,5,1,65,2
97,2,1,1,19,1,2,1,97,2
38,1,1,1,38,1,3,1,30,1
45,1,1,1,21,1,13,1,45,1
101,3,1,1,26,1,0,1,101,3
40,1,1,1,40,1,2,1,23,1
87,2,3,1,82,2,2,1,87,2
50,1,1,1,39,1,4,1,50,1
69,2,1,1,36,1,3,1,69,2
64,2,1,1,40,1,2,1,64,2
47,1,1,1,27,1,6,1,47,1
168,4,4,1,161,4,3,1,168,4
125,3,4,1,7,1,35,1,125,3
42,1,1,1,27,1,6,1,42,1
62,2,1,1,35,1,3,1,62,2
129,3,2,1,24,1,3,1,129,3
26,1,0,1,26,1,0,1,15,1
52,2,1,1,13,1,1,1,52,2
59,2,1,1,14,1,1,1,59,2
53,2,1,1,14,1,1,1,53,2
45,1,1,1,28,1,2,1,45,1
85,2,1,1,18,1,4,1,85,2
28,1,1,1,10,1,1,1,28,1
25,1,1,1,24,1,2,1,25,1
151,4,2,1,35,1,3,1,151,4
115,3,4,1,41,1,7,1,115,3
56,2,1,1,35,1,1,1,56,2
122,3,5,1,29,1,12,1,122,3
164,4,6,1,41,1,26,1,164,4
39,1,1,1,39,1,0,1,23,1
173,4,4,1,84,2,5,1,173,4
39,1,1,1,20,1,0,1,39,1
36,1,1,1,36,1,0,1,23,1
102,3,1,1,33,1,4,1,102,3
44,1,1,1,44,1,0,1,25,1
147,3,1,1,25,1,0,1,147,3
47,1,1,1,28,1,9,1,47,1
53,2,1,1,39,1,0,1,53,2
67,2,1,1,31,1,5,1,67,2
174,4,3,1,150,4,1,1,174,4
59,2,2,1,18,1,10,1,59,2
54,2,1,1,29,1,0,1,54,2
185,4,1,1,38,1,0,1,185,4
172,4,0,1,29,1,0,1,172,4
35,1,1,1,35,1,0,1,24,1
53,2,2,1,42,1,0,1,53,2
51,2,1,1,21,1,5,1,51,2
68,2,2,1,12,1,27,1,68,2
111,3,2,1,54,2,5,1,111,3
46,1,1,1,19,1,8,1,46,1
55,2,1,1,30,1,1,1,55,2
30,1,0,1,30,1,0,1,21,1
18,1,0,1,18,1,1,1,16,1
40,1,1,1,8,1,2,1,40,1
41,1,1,1,38,1,0,1,41,1
15,1,0,1,15,1,0,1,12,1
48,1,0,1,31,1,0,1,48,1
51,2,1,1,30,1,1,1,51,2
41,1,0,1,41,1,0,1,25,1
22,1,0,1,10,1,1,1,22,1
30,1,1,1,1,1,3,1,30,1
49,1,1,1,28,1,2,1,49,1
40,1,1,1,8,1,2,1,40,1
41,1,1,1,41,1,1,1,40,1
29,1,0,1,29,1,1,1,22,1
29,1,1,1,29,1,1,1,11,1
67,2,1,1,19,1,0,1,67,2
152,4,3,1,152,4,3,1,131,3
133,3,1,1,30,1,0,1,133,3
29,1,0,1,29,1,1,1,29,1
58,2,1,1,43,1,6,1,58,2
72,2,1,1,44,1,5,1,72,2
53,2,0,1,32,1,0,1,53,2
39,1,1,1,27,1,1,1,39,1
71,2,2,1,40,1,10,1,71,2
66,2,0,1,33,1,0,1,66,2
168,4,3,1,168,4,2,1,104,3
59,2,1,1,37,1,0,1,59,2
39,1,1,1,39,1,0,1,22,1
42,1,1,1,42,1,1,1,35,1
36,1,1,1,36,1,1,1,35,1
80,2,2,1,56,2,2,1,80,2
30,1,1,1,30,1,1,1,28,1
102,3,4,1,5,1,10,1,102,3
58,2,1,1,44,1,0,1,58,2
101,3,3,1,10,1,9,1,101,3
39,1,1,1,39,1,2,1,33,1
28,1,1,1,26,1,1,1,28,1
50,1,1,1,33,1,0,1,50,1
52,2,1,1,32,1,4,1,52,2
55,2,1,1,28,1,1,1,55,2
33,1,1,1,24,1,2,1,33,1
35,1,1,1,35,1,0,1,20,1
110,3,3,1,110,3,1,1,96,2
155,4,0,1,32,1,0,1,155,4
33,1,1,1,33,1,1,1,32,1
166,4,1,1,38,1,0,1,166,4
82,2,1,1,20,1,0,1,82,2
23,1,0,1,21,1,1,1,23,1
35,1,1,1,35,1,1,1,15,1
28,1,0,1,17,1,0,1,28,1
30,1,1,1,28,1,1,1,30,1
65,2,1,1,65,2,0,1,41,1
31,1,1,1,31,1,3,1,20,1
45,1,1,1,13,1,1,1,45,1
39,1,0,1,25,1,0,1,39,1
76,2,2,1,42,1,1,1,76,2
105,3,4,1,84,2,5,1,105,3
28,1,1,1,28,1,0,1,17,1
33,1,1,1,33,1,0,1,9,1
39,1,1,1,29,1,1,1,39,1
42,1,1,1,42,1,0,1,7,1
123,3,2,1,123,3,4,1,94,2
32,1,0,1,32,1,1,1,26,1
32,1,1,1,32,1,2,1,32,1
54,2,1,1,42,1,0,1,54,2
36,1,1,1,36,1,0,1,23,1
33,1,1,1,33,1,0,1,17,1
35,1,1,1,35,1,2,1,30,1
81,2,3,1,5,1,34,1,81,2
28,1,1,1,28,1,0,1,3,1
55,2,1,1,40,1,5,1,55,2
115,3,1,1,53,2,0,1,115,3
33,1,0,1,33,1,1,1,12,1
35,1,1,1,35,1,1,1,30,1
39,1,1,1,39,1,0,1,16,1
42,1,1,1,42,1,0,1,14,1
79,2,1,1,58,2,2,1,79,2
123,3,4,1,86,2,6,1,123,3
45,1,1,1,17,1,1,1,45,1
34,1,1,1,27,1,0,1,34,1
55,2,1,1,46,1,1,1,55,2
57,2,1,1,46,1,0,1,57,2
48,1,1,1,48,1,1,1,25,1
56,2,1,1,25,1,2,1,56,2
194,4,0,1,28,1,0,1,194,4
87,2,1,1,72,2,2,1,87,2
15,1,0,1,14,1,0,1,15,1
27,1,1,1,27,1,3,1,20,1
61,2,1,1,10,1,5,1,61,2
232,5,9,1,12,1,28,1,232,5
119,3,3,1,78,2,2,1,119,3
163,4,3,1,163,4,1,1,156,4
57,2,2,1,28,1,12,1,57,2
39,1,1,1,39,1,1,1,35,1
42,1,1,1,42,1,2,1,31,1
83,2,2,1,49,1,1,1,83,2
34,1,1,1,34,1,0,1,23,1
59,2,1,1,40,1,1,1,59,2
155,4,3,1,125,3,0,1,155,4
69,2,2,1,15,1,1,1,69,2
170,4,0,1,28,1,0,1,170,4
58,2,1,1,45,1,0,1,58,2
58,2,1,1,30,1,6,1,58,2
154,4,3,1,92,2,1,1,154,4
54,2,1,1,36,1,1,1,54,2
56,2,1,1,38,1,2,1,56,2
42,1,1,1,33,1,1,1,42,1
61,2,1,1,31,1,4,1,61,2
62,2,1,1,8,1,4,1,62,2
63,2,1,1,19,1,10,1,63,2
67,2,3,1,6,1,13,1,67,2
68,2,1,1,38,1,5,1,68,2
21,1,0,1,15,1,1,1,21,1
39,1,1,1,33,1,5,1,39,1
90,2,2,1,11,1,24,1,90,2
60,2,1,1,25,1,7,1,60,2
51,2,1,1,39,1,0,1,51,2
39,1,1,1,31,1,8,1,39,1
59,2,1,1,37,1,2,1,59,2
34,1,1,1,34,1,0,1,19,1
20,1,0,1,20,1,0,1,16,1
68,2,2,1,23,1,11,1,68,2
77,2,1,1,49,1,0,1,77,2
168,4,1,1,121,3,0,1,168,4
75,2,1,1,36,1,4,1,75,2
30,1,1,1,30,1,0,1,22,1
43,1,1,1,27,1,2,1,43,1
158,4,3,1,148,3,0,1,158,4
82,2,1,1,35,1,2,1,82,2
205,5,5,1,205,5,4,1,163,4
31,1,1,1,31,1,5,1,31,1
55,2,1,1,35,1,0,1,55,2
36,1,1,1,33,1,7,1,36,1
54,2,1,1,47,1,3,1,54,2
90,2,1,1,63,2,1,1,90,2
76,2,0,1,23,1,0,1,76,2
71,2,1,1,38,1,0,1,71,2
175,4,1,1,35,1,0,1,175,4
69,2,1,1,20,1,5,1,69,2
55,2,1,1,39,1,3,1,55,2
33,1,0,1,33,1,1,1,13,1
32,1,1,1,11,1,1,1,32,1
125,3,2,1,22,1,2,1,125,3
59,2,1,1,11,1,2,1,59,2
33,1,0,1,33,1,1,1,16,1
