AQI.Value,AQI.Category,CO.AQI.Value,CO.AQI.Category,Ozone.AQI.Value,Ozone.AQI.Category,NO2.AQI.Value,NO2.AQI.Category,PM2.5.AQI.Value,PM2.5.AQI.Category
26,1,0,1,18,1,0,1,26,1
60,2,1,1,37,1,1,1,60,2
75,2,1,1,42,1,1,1,75,2
108,3,1,1,20,1,2,1,108,3
56,2,0,1,28,1,0,1,56,2
23,1,0,1,12,1,1,1,23,1
106,3,1,1,43,1,1,1,106,3
162,4,0,1,30,1,0,1,162,4
75,2,2,1,20,1,6,1,75,2
29,1,1,1,29,1,1,1,12,1
50,1,1,1,16,1,0,1,50,1
46,1,1,1,35,1,0,1,46,1
78,2,1,1,34,1,2,1,78,2
74,2,2,1,15,1,1,1,74,2
170,4,10,1,19,1,9,1,170,4
87,2,0,1,39,1,0,1,87,2
81,2,1,1,14,1,0,1,81,2
49,1,1,1,21,1,14,1,49,1
76,2,2,1,61,2,0,1,76,2
38,1,1,1,38,1,1,1,33,1
17,1,0,1,16,1,0,1,17,1
62,2,1,1,30,1,0,1,62,2
81,2,2,1,8,1,33,1,81,2
52,2,1,1,46,1,2,1,52,2
30,1,1,1,30,1,3,1,30,1
54,2,1,1,34,1,4,1,54,2
48,1,1,1,38,1,0,1,48,1
37,1,1,1,14,1,0,1,37,1
34,1,1,1,34,1,2,1,34,1
173,4,3,1,108,3,1,1,173,4
64,2,2,1,27,1,7,1,64,2
32,1,1,1,32,1,2,1,29,1
48,1,1,1,41,1,2,1,48,1
55,2,1,1,14,1,2,1,55,2
37,1,1,1,32,1,3,1,37,1
54,2,1,1,38,1,2,1,54,2
171,4,4,1,171,4,4,1,141,3
73,2,2,1,3,1,7,1,73,2
37,1,1,1,37,1,1,1,21,1
31,1,1,1,9,1,2,1,31,1
71,2,2,1,20,1,6,1,71,2
30,1,1,1,30,1,3,1,15,1
47,1,1,1,24,1,3,1,47,1
178,4,2,1,121,3,2,1,178,4
54,2,1,1,23,1,1,1,54,2
31,1,1,1,31,1,3,1,29,1
30,1,0,1,22,1,2,1,30,1
61,2,1,1,13,1,1,1,61,2
32,1,1,1,32,1,0,1,13,1
29,1,1,1,28,1,4,1,29,1
21,1,0,1,21,1,0,1,16,1
41,1,1,1,30,1,2,1,41,1
94,2,3,1,11,1,34,1,94,2
43,1,1,1,43,1,0,1,23,1
53,2,1,1,33,1,5,1,53,2
30,1,0,1,30,1,1,1,20,1
38,1,1,1,28,1,3,1,38,1
45,1,1,1,41,1,10,1,45,1
73,2,1,1,28,1,11,1,73,2
95,2,0,1,23,1,0,1,95,2
149,3,2,1,128,3,1,1,149,3
112,3,1,1,25,1,0,1,112,3
44,1,1,1,27,1,7,1,44,1
37,1,1,1,16,1,0,1,37,1
14,1,1,1,14,1,0,1,13,1
50,1,0,1,16,1,0,1,50,1
56,2,2,1,26,1,1,1,56,2
180,4,3,1,171,4,1,1,180,4
35,1,0,1,34,1,1,1,35,1
38,1,1,1,33,1,2,1,38,1
45,1,1,1,25,1,4,1,45,1
63,2,1,1,29,1,1,1,63,2
69,2,1,1,12,1,13,1,69,2
166,4,2,1,141,3,1,1,166,4
176,4,1,1,43,1,0,1,176,4
66,2,1,1,37,1,1,1,66,2
61,2,2,1,15,1,19,1,61,2
166,4,3,1,166,4,1,1,140,3
205,5,5,1,205,5,4,1,151,4
160,4,5,1,1,1,23,1,160,4
53,2,0,1,25,1,0,1,53,2
36,1,0,1,33,1,0,1,36,1
156,4,2,1,132,3,1,1,156,4
87,2,1,1,40,1,2,1,87,2
169,4,3,1,169,4,1,1,141,3
28,1,0,1,21,1,0,1,28,1
49,1,1,1,22,1,9,1,49,1
38,1,2,1,12,1,1,1,38,1
35,1,0,1,35,1,0,1,17,1
41,1,1,1,41,1,0,1,31,1
95,2,1,1,54,2,0,1,95,2
80,2,3,1,13,1,2,1,80,2
43,1,1,1,22,1,0,1,43,1
30,1,1,1,29,1,0,1,30,1
42,1,1,1,29,1,4,1,42,1
45,1,1,1,45,1,0,1,6,1
34,1,1,1,34,1,1,1,25,1
39,1,1,1,39,1,0,1,27,1
64,2,1,1,23,1,1,1,64,2
52,2,2,1,12,1,15,1,52,2
121,3,0,1,62,2,0,1,121,3
58,2,2,1,30,1,13,1,58,2
37,1,1,1,16,1,0,1,37,1
45,1,1,1,45,1,1,1,22,1
42,1,1,1,42,1,1,1,19,1
36,1,1,1,36,1,1,1,12,1
56,2,1,1,14,1,0,1,56,2
46,1,1,1,19,1,0,1,46,1
85,2,2,1,31,1,1,1,85,2
427,6,1,1,106,3,1,1,379,6
48,1,1,1,48,1,0,1,28,1
19,1,0,1,16,1,0,1,19,1
35,1,1,1,30,1,3,1,35,1
45,1,1,1,10,1,1,1,45,1
46,1,1,1,32,1,9,1,46,1
65,2,2,1,26,1,4,1,65,2
38,1,1,1,29,1,3,1,38,1
500,6,1,1,46,1,1,1,500,6
29,1,0,1,29,1,2,1,29,1
35,1,0,1,31,1,1,1,35,1
44,1,1,1,44,1,1,1,29,1
44,1,1,1,30,1,1,1,44,1
43,1,1,1,30,1,11,1,43,1
79,2,2,1,9,1,0,1,79,2
54,2,1,1,18,1,0,1,54,2
63,2,1,1,42,1,1,1,63,2
52,2,1,1,3,1,2,1,52,2
156,4,1,1,43,1,0,1,156,4
20,1,0,1,20,1,0,1,9,1
53,2,1,1,27,1,6,1,53,2
54,2,1,1,36,1,5,1,54,2
55,2,2,1,11,1,5,1,55,2
60,2,1,1,25,1,9,1,60,2
33,1,1,1,12,1,0,1,33,1
29,1,0,1,25,1,0,1,29,1
126,3,1,1,51,2,0,1,126,3
55,2,3,1,55,2,0,1,53,2
183,4,4,1,4,1,10,1,183,4
75,2,1,1,21,1,5,1,75,2
21,1,0,1,12,1,1,1,21,1
124,3,4,1,25,1,3,1,124,3
33,1,1,1,33,1,0,1,18,1
30,1,1,1,22,1,3,1,30,1
63,2,2,1,3,1,6,1,63,2
49,1,1,1,8,1,6,1,49,1
40,1,2,1,23,1,0,1,40,1
139,3,2,1,37,1,2,1,139,3
77,2,2,1,11,1,3,1,77,2
52,2,2,1,23,1,8,1,52,2
74,2,2,1,9,1,7,1,74,2
68,2,2,1,4,1,3,1,68,2
39,1,1,1,39,1,0,1,10,1
79,2,2,1,62,2,0,1,79,2
54,2,1,1,38,1,1,1,54,2
33,1,1,1,33,1,3,1,20,1
68,2,1,1,25,1,4,1,68,2
78,2,1,1,27,1,4,1,78,2
47,1,1,1,40,1,0,1,47,1
64,2,1,1,20,1,3,1,64,2
59,2,2,1,15,1,3,1,59,2
76,2,1,1,35,1,2,1,76,2
101,3,1,1,61,2,1,1,101,3
148,3,2,1,148,3,5,1,100,3
177,4,1,1,36,1,0,1,177,4
105,3,2,1,90,2,0,1,105,3
131,3,2,1,131,3,2,1,68,2
51,2,1,1,28,1,3,1,51,2
28,1,1,1,25,1,5,1,28,1
61,2,1,1,39,1,1,1,61,2
86,2,1,1,40,1,2,1,86,2
64,2,1,1,23,1,3,1,64,2
65,2,1,1,31,1,3,1,65,2
41,1,1,1,26,1,0,1,41,1
70,2,1,1,34,1,1,1,70,2
58,2,1,1,19,1,1,1,58,2
111,3,2,1,13,1,6,1,111,3
132,3,1,1,24,1,0,1,132,3
39,1,1,1,37,1,5,1,39,1
19,1,0,1,12,1,0,1,19,1
37,1,1,1,16,1,1,1,37,1
63,2,1,1,20,1,4,1,63,2
193,4,1,1,47,1,0,1,193,4
205,5,5,1,205,5,4,1,171,4
54,2,1,1,28,1,4,1,54,2
49,1,1,1,41,1,0,1,49,1
88,2,0,1,23,1,0,1,88,2
76,2,1,1,17,1,5,1,76,2
167,4,3,1,167,4,1,1,124,3
138,3,2,1,138,3,2,1,79,2
37,1,1,1,18,1,3,1,37,1
37,1,1,1,37,1,1,1,11,1
57,2,2,1,30,1,3,1,57,2
140,3,2,1,140,3,0,1,106,3
49,1,1,1,49,1,0,1,25,1
122,3,4,1,4,1,36,1,122,3
49,1,1,1,35,1,2,1,49,1
32,1,1,1,32,1,3,1,22,1
128,3,2,1,128,3,4,1,122,3
60,2,2,1,25,1,11,1,60,2
34,1,0,1,22,1,0,1,34,1
46,1,2,1,28,1,0,1,46,1
44,1,1,1,24,1,1,1,44,1
209,5,4,1,4,1,14,1,209,5
71,2,1,1,38,1,1,1,71,2
54,2,1,1,14,1,0,1,54,2
51,2,1,1,18,1,1,1,51,2
33,1,1,1,33,1,0,1,26,1
67,2,1,1,32,1,2,1,67,2
61,2,1,1,19,1,3,1,61,2
31,1,1,1,26,1,5,1,31,1
54,2,1,1,37,1,0,1,54,2
62,2,1,1,39,1,1,1,62,2
64,2,2,1,10,1,3,1,64,2
43,1,1,1,43,1,1,1,29,1
188,4,4,1,188,4,5,1,136,3
87,2,2,1,4,1,11,1,87,2
55,2,1,1,44,1,0,1,55,2
36,1,0,1,34,1,1,1,36,1
39,1,1,1,39,1,0,1,20,1
63,2,1,1,28,1,1,1,63,2
63,2,1,1,20,1,7,1,63,2
22,1,0,1,22,1,0,1,15,1
500,6,49,1,1,1,30,1,500,6
28,1,0,1,28,1,0,1,16,1
55,2,1,1,43,1,0,1,55,2
30,1,0,1,30,1,2,1,26,1
85,2,1,1,14,1,11,1,85,2
35,1,0,1,35,1,1,1,26,1
39,1,1,1,38,1,2,1,39,1
166,4,1,1,53,2,0,1,166,4
26,1,1,1,20,1,8,1,26,1
129,3,1,1,71,2,0,1,129,3
26,1,1,1,14,1,0,1,26,1
18,1,1,1,14,1,0,1,18,1
43,1,1,1,43,1,1,1,19,1
65,2,3,1,15,1,0,1,65,2
65,2,1,1,23,1,15,1,65,2
36,1,0,1,31,1,0,1,36,1
101,3,2,1,101,3,1,1,100,3
71,2,1,1,26,1,1,1,71,2
39,1,1,1,22,1,5,1,39,1
51,2,1,1,49,1,1,1,51,2
41,1,1,1,32,1,2,1,41,1
72,2,2,1,6,1,1,1,72,2
36,1,0,1,27,1,2,1,36,1
32,1,0,1,32,1,1,1,31,1
39,1,1,1,24,1,0,1,39,1
45,1,1,1,33,1,0,1,45,1
60,2,2,1,41,1,1,1,60,2
80,2,3,1,69,2,1,1,80,2
197,4,3,1,94,2,4,1,197,4
52,2,2,1,1,1,2,1,52,2
60,2,0,1,22,1,0,1,60,2
39,1,1,1,26,1,3,1,39,1
30,1,1,1,30,1,0,1,25,1
108,3,4,1,5,1,14,1,108,3
31,1,1,1,21,1,1,1,31,1
116,3,4,1,9,1,31,1,116,3
43,1,1,1,43,1,2,1,42,1
27,1,0,1,14,1,0,1,27,1
56,2,1,1,13,1,3,1,56,2
82,2,3,1,7,1,10,1,82,2
70,2,2,1,0,1,8,1,70,2
55,2,2,1,5,1,0,1,55,2
40,1,1,1,21,1,6,1,40,1
100,3,2,1,19,1,10,1,100,3
22,1,0,1,22,1,0,1,11,1
81,2,2,1,11,1,7,1,81,2
31,1,1,1,21,1,5,1,31,1
28,1,1,1,28,1,1,1,28,1
58,2,3,1,5,1,0,1,58,2
57,2,1,1,28,1,6,1,57,2
57,2,1,1,40,1,0,1,57,2
143,3,0,1,34,1,0,1,143,3
32,1,1,1,32,1,2,1,32,1
64,2,1,1,35,1,3,1,64,2
39,1,1,1,39,1,0,1,22,1
48,1,1,1,25,1,5,1,48,1
207,5,5,1,207,5,4,1,154,4
39,1,1,1,38,1,4,1,39,1
169,4,5,1,115,3,5,1,169,4
36,1,1,1,14,1,0,1,36,1
166,4,10,1,13,1,11,1,166,4
110,3,1,1,17,1,3,1,110,3
52,2,2,1,3,1,12,1,52,2
65,2,2,1,11,1,6,1,65,2
50,1,1,1,26,1,1,1,50,1
86,2,1,1,24,1,0,1,86,2
32,1,1,1,32,1,0,1,16,1
140,3,2,1,71,2,1,1,140,3
57,2,1,1,46,1,0,1,57,2
84,2,1,1,13,1,13,1,84,2
82,2,1,1,35,1,1,1,82,2
82,2,1,1,38,1,1,1,82,2
39,1,1,1,39,1,1,1,31,1
63,2,1,1,37,1,1,1,63,2
53,2,1,1,43,1,0,1,53,2
32,1,0,1,14,1,0,1,32,1
33,1,1,1,33,1,2,1,33,1
360,6,1,1,49,1,1,1,301,6
105,3,3,1,105,3,3,1,74,2
41,1,1,1,28,1,4,1,41,1
231,5,1,1,43,1,0,1,231,5
76,2,3,1,14,1,1,1,76,2
36,1,1,1,7,1,2,1,36,1
42,1,1,1,2,1,3,1,42,1
20,1,1,1,11,1,1,1,20,1
141,3,4,1,3,1,37,1,141,3
67,2,1,1,45,1,0,1,67,2
38,1,1,1,27,1,1,1,38,1
53,2,1,1,37,1,0,1,53,2
117,3,4,1,1,1,8,1,117,3
139,3,2,1,66,2,1,1,139,3
198,4,2,1,128,3,1,1,198,4
33,1,1,1,33,1,3,1,33,1
59,2,1,1,12,1,2,1,59,2
36,1,1,1,36,1,0,1,33,1
166,4,4,1,166,4,4,1,140,3
51,2,1,1,39,1,0,1,51,2
31,1,1,1,27,1,3,1,31,1
51,2,1,1,34,1,0,1,51,2
152,4,5,1,12,1,15,1,152,4
66,2,3,1,4,1,11,1,66,2
49,1,1,1,17,1,3,1,49,1
46,1,1,1,46,1,0,1,39,1
32,1,1,1,32,1,2,1,26,1
80,2,5,1,35,1,2,1,80,2
62,2,1,1,46,1,2,1,62,2
46,1,1,1,19,1,4,1,46,1
29,1,0,1,22,1,0,1,29,1
174,4,4,1,174,4,10,1,154,4
37,1,1,1,36,1,0,1,37,1
33,1,1,1,33,1,0,1,19,1
75,2,2,1,41,1,10,1,75,2
45,1,1,1,31,1,7,1,45,1
35,1,1,1,28,1,1,1,35,1
46,1,1,1,28,1,1,1,46,1
50,1,1,1,22,1,0,1,50,1
29,1,0,1,29,1,1,1,25,1
38,1,0,1,38,1,0,1,21,1
82,2,2,1,7,1,30,1,82,2
149,3,3,1,149,3,1,1,88,2
41,1,1,1,23,1,0,1,41,1
37,1,1,1,37,1,1,1,24,1
37,1,1,1,37,1,0,1,26,1
33,1,0,1,21,1,1,1,33,1
54,2,2,1,12,1,17,1,54,2
51,2,1,1,43,1,0,1,51,2
53,2,1,1,21,1,0,1,53,2
43,1,1,1,43,1,1,1,36,1
60,2,1,1,42,1,6,1,60,2
65,2,2,1,12,1,0,1,65,2
500,6,1,1,39,1,0,1,433,6
61,2,1,1,30,1,3,1,61,2
73,2,1,1,27,1,4,1,73,2
35,1,0,1,35,1,0,1,18,1
36,1,1,1,36,1,1,1,31,1
56,2,1,1,22,1,0,1,56,2
36,1,1,1,36,1,2,1,30,1
28,1,1,1,28,1,1,1,12,1
92,2,2,1,22,1,1,1,92,2
34,1,1,1,30,1,1,1,34,1
43,1,0,1,28,1,0,1,43,1
43,1,0,1,28,1,0,1,43,1
55,2,1,1,55,2,0,1,27,1
53,2,1,1,39,1,1,1,53,2
214,5,4,1,214,5,7,1,175,4
32,1,1,1,32,1,0,1,29,1
37,1,0,1,37,1,0,1,16,1
75,2,1,1,13,1,0,1,75,2
71,2,1,1,5,1,7,1,71,2
34,1,0,1,17,1,1,1,34,1
36,1,1,1,36,1,5,1,31,1
55,2,1,1,38,1,1,1,55,2
60,2,1,1,38,1,1,1,60,2
39,1,1,1,39,1,1,1,18,1
35,1,1,1,26,1,2,1,35,1
157,4,3,1,119,3,1,1,157,4
36,1,1,1,25,1,0,1,36,1
38,1,1,1,38,1,0,1,13,1
35,1,1,1,19,1,1,1,35,1
60,2,1,1,41,1,0,1,60,2
48,1,1,1,20,1,1,1,48,1
133,3,3,1,75,2,1,1,133,3
108,3,4,1,4,1,19,1,108,3
32,1,1,1,32,1,1,1,13,1
71,2,2,1,36,1,6,1,71,2
32,1,1,1,28,1,1,1,32,1
58,2,1,1,36,1,1,1,58,2
21,1,0,1,19,1,0,1,21,1
63,2,1,1,30,1,3,1,63,2
134,3,3,1,95,2,1,1,134,3
66,2,1,1,35,1,1,1,66,2
180,4,2,1,22,1,1,1,180,4
55,2,1,1,21,1,8,1,55,2
73,2,1,1,14,1,4,1,73,2
44,1,1,1,44,1,0,1,15,1
34,1,1,1,34,1,0,1,24,1
92,2,2,1,29,1,4,1,92,2
64,2,1,1,24,1,0,1,64,2
57,2,1,1,44,1,0,1,57,2
43,1,1,1,43,1,0,1,19,1
26,1,0,1,26,1,0,1,25,1
43,1,1,1,42,1,2,1,43,1
98,2,3,1,19,1,22,1,98,2
49,1,0,1,28,1,0,1,49,1
56,2,1,1,39,1,1,1,56,2
60,2,1,1,60,2,0,1,50,1
79,2,1,1,73,2,2,1,79,2
53,2,1,1,46,1,0,1,53,2
102,3,1,1,31,1,0,1,102,3
40,1,1,1,40,1,0,1,21,1
47,1,1,1,47,1,1,1,20,1
41,1,1,1,41,1,1,1,19,1
70,2,1,1,43,1,0,1,70,2
158,4,3,1,37,1,11,1,158,4
45,1,1,1,45,1,0,1,22,1
40,1,1,1,40,1,0,1,39,1
50,1,1,1,38,1,1,1,50,1
99,2,4,1,20,1,14,1,99,2
47,1,1,1,47,1,0,1,30,1
56,2,1,1,48,1,0,1,56,2
67,2,1,1,59,2,0,1,67,2
16,1,1,1,16,1,0,1,8,1
60,2,1,1,59,2,0,1,60,2
35,1,1,1,24,1,1,1,35,1
151,4,1,1,26,1,3,1,151,4
155,4,4,1,14,1,47,1,155,4
152,4,6,1,32,1,20,1,152,4
37,1,1,1,37,1,1,1,13,1
59,2,1,1,38,1,3,1,59,2
43,1,1,1,37,1,1,1,43,1
76,2,1,1,35,1,2,1,76,2
50,1,1,1,30,1,3,1,50,1
28,1,1,1,28,1,2,1,14,1
34,1,1,1,20,1,0,1,34,1
51,2,2,1,41,1,0,1,51,2
26,1,0,1,24,1,0,1,26,1
84,2,1,1,38,1,3,1,84,2
109,3,4,1,4,1,29,1,109,3
111,3,3,1,7,1,7,1,111,3
42,1,1,1,34,1,7,1,42,1
31,1,1,1,11,1,1,1,31,1
72,2,2,1,4,1,7,1,72,2
60,2,1,1,33,1,0,1,60,2
57,2,1,1,45,1,1,1,57,2
151,4,0,1,25,1,0,1,151,4
61,2,1,1,46,1,4,1,61,2
31,1,0,1,22,1,0,1,31,1
41,1,1,1,4,1,2,1,41,1
66,2,2,1,32,1,11,1,66,2
60,2,1,1,32,1,2,1,60,2
25,1,0,1,17,1,1,1,25,1
49,1,1,1,7,1,1,1,49,1
156,4,5,1,15,1,15,1,156,4
151,4,2,1,125,3,0,1,151,4
61,2,2,1,22,1,12,1,61,2
24,1,0,1,24,1,0,1,21,1
152,4,3,1,87,2,1,1,152,4
37,1,0,1,17,1,1,1,37,1
71,2,1,1,42,1,0,1,71,2
31,1,1,1,18,1,0,1,31,1
81,2,2,1,69,2,1,1,81,2
32,1,1,1,32,1,0,1,6,1
71,2,1,1,39,1,1,1,71,2
39,1,0,1,13,1,1,1,39,1
89,2,1,1,16,1,0,1,89,2
55,2,1,1,37,1,3,1,55,2
57,2,1,1,46,1,0,1,57,2
63,2,1,1,29,1,2,1,63,2
64,2,1,1,33,1,4,1,64,2
32,1,1,1,32,1,0,1,14,1
152,4,1,1,41,1,0,1,152,4
51,2,1,1,31,1,4,1,51,2
67,2,1,1,38,1,4,1,67,2
59,2,1,1,18,1,0,1,59,2
68,2,1,1,37,1,3,1,68,2
151,4,1,1,65,2,1,1,151,4
43,1,1,1,19,1,0,1,43,1
37,1,1,1,37,1,0,1,37,1
109,3,2,1,25,1,4,1,109,3
59,2,1,1,24,1,0,1,59,2
49,1,1,1,46,1,1,1,49,1
40,1,1,1,36,1,1,1,40,1
30,1,1,1,5,1,0,1,30,1
56,2,1,1,47,1,0,1,56,2
30,1,1,1,8,1,0,1,30,1
43,1,1,1,38,1,1,1,43,1
56,2,1,1,42,1,0,1,56,2
17,1,1,1,13,1,0,1,17,1
112,3,3,1,17,1,2,1,112,3
46,1,0,1,27,1,0,1,46,1
77,2,1,1,69,2,0,1,77,2
43,1,1,1,43,1,0,1,19,1
39,1,1,1,39,1,1,1,22,1
58,2,1,1,38,1,0,1,58,2
33,1,1,1,31,1,1,1,33,1
168,4,3,1,74,2,3,1,168,4
56,2,1,1,46,1,3,1,56,2
34,1,1,1,34,1,1,1,16,1
44,1,0,1,22,1,0,1,44,1
75,2,1,1,26,1,0,1,75,2
79,2,2,1,18,1,2,1,79,2
30,1,1,1,30,1,3,1,28,1
36,1,1,1,36,1,2,1,15,1
42,1,0,1,23,1,0,1,42,1
72,2,0,1,27,1,0,1,72,2
34,1,1,1,34,1,2,1,20,1
68,2,2,1,14,1,14,1,68,2
41,1,1,1,37,1,2,1,41,1
78,2,1,1,28,1,2,1,78,2
86,2,2,1,24,1,0,1,86,2
109,3,1,1,64,2,1,1,109,3
200,4,5,1,200,4,7,1,163,4
65,2,1,1,36,1,2,1,65,2
74,2,1,1,21,1,5,1,74,2
38,1,1,1,35,1,0,1,38,1
228,5,15,1,14,1,19,1,228,5
65,2,0,1,23,1,1,1,65,2
58,2,1,1,35,1,1,1,58,2
47,1,1,1,39,1,6,1,47,1
37,1,1,1,37,1,3,1,27,1
36,1,1,1,33,1,2,1,36,1
59,2,1,1,57,2,0,1,59,2
101,3,1,1,27,1,0,1,101,3
68,2,3,1,21,1,23,1,68,2
52,2,2,1,31,1,10,1,52,2
31,1,0,1,31,1,0,1,30,1
77,2,1,1,54,2,2,1,77,2
25,1,0,1,25,1,0,1,19,1
63,2,1,1,18,1,5,1,63,2
123,3,2,1,22,1,4,1,123,3
51,2,0,1,26,1,1,1,51,2
42,1,1,1,6,1,2,1,42,1
148,3,1,1,60,2,0,1,148,3
82,2,2,1,46,1,6,1,82,2
23,1,0,1,11,1,1,1,23,1
52,2,1,1,52,2,2,1,42,1
86,2,1,1,47,1,0,1,86,2
74,2,2,1,18,1,19,1,74,2
36,1,1,1,36,1,0,1,19,1
40,1,1,1,6,1,2,1,40,1
58,2,1,1,30,1,6,1,58,2
34,1,1,1,23,1,0,1,34,1
52,2,1,1,26,1,0,1,52,2
84,2,2,1,48,1,1,1,84,2
152,4,2,1,47,1,0,1,152,4
86,2,1,1,48,1,1,1,86,2
42,1,1,1,30,1,9,1,42,1
71,2,2,1,19,1,18,1,71,2
26,1,0,1,26,1,1,1,21,1
81,2,2,1,12,1,5,1,81,2
70,2,1,1,49,1,1,1,70,2
51,2,1,1,27,1,3,1,51,2
53,2,1,1,30,1,1,1,53,2
151,4,4,1,4,1,10,1,151,4
160,4,1,1,22,1,0,1,160,4
49,1,2,1,33,1,4,1,49,1
194,4,4,1,194,4,2,1,150,4
63,2,1,1,35,1,4,1,63,2
54,2,1,1,44,1,0,1,54,2
36,1,1,1,28,1,1,1,36,1
59,2,1,1,14,1,14,1,59,2
67,2,2,1,1,1,23,1,67,2
72,2,2,1,27,1,6,1,72,2
168,4,6,1,24,1,6,1,168,4
42,1,1,1,42,1,2,1,24,1
37,1,1,1,9,1,3,1,37,1
87,2,2,1,6,1,7,1,87,2
35,1,0,1,19,1,0,1,35,1
83,2,3,1,19,1,0,1,83,2
65,2,1,1,18,1,12,1,65,2
69,2,2,1,20,1,16,1,69,2
74,2,1,1,16,1,0,1,74,2
52,2,1,1,25,1,3,1,52,2
125,3,2,1,16,1,7,1,125,3
64,2,1,1,33,1,4,1,64,2
94,2,3,1,23,1,1,1,94,2
59,2,1,1,18,1,0,1,59,2
54,2,1,1,32,1,4,1,54,2
29,1,1,1,21,1,0,1,29,1
64,2,3,1,17,1,1,1,64,2
26,1,0,1,22,1,0,1,26,1
27,1,1,1,27,1,3,1,22,1
94,2,1,1,94,2,2,1,64,2
114,3,1,1,26,1,0,1,114,3
71,2,2,1,28,1,6,1,71,2
45,1,1,1,45,1,3,1,26,1
34,1,1,1,34,1,0,1,24,1
66,2,1,1,30,1,6,1,66,2
62,2,1,1,52,2,1,1,62,2
66,2,1,1,37,1,3,1,66,2
43,1,1,1,27,1,1,1,43,1
43,1,1,1,43,1,1,1,29,1
37,1,1,1,37,1,0,1,18,1
30,1,1,1,30,1,2,1,21,1
85,2,2,1,47,1,2,1,85,2
56,2,1,1,44,1,1,1,56,2
67,2,1,1,48,1,1,1,67,2
66,2,1,1,17,1,1,1,66,2
29,1,1,1,29,1,0,1,11,1
19,1,0,1,19,1,1,1,16,1
71,2,2,1,28,1,5,1,71,2
140,3,4,1,2,1,34,1,140,3
103,3,2,1,63,2,1,1,103,3
43,1,1,1,30,1,4,1,43,1
50,1,1,1,28,1,4,1,50,1
80,2,2,1,24,1,11,1,80,2
57,2,2,1,12,1,17,1,57,2
48,1,1,1,27,1,1,1,48,1
35,1,1,1,35,1,1,1,18,1
49,1,1,1,29,1,10,1,49,1
109,3,3,1,6,1,28,1,109,3
99,2,3,1,7,1,11,1,99,2
52,2,1,1,7,1,4,1,52,2
26,1,1,1,8,1,4,1,26,1
67,2,1,1,39,1,2,1,67,2
29,1,1,1,29,1,3,1,24,1
26,1,0,1,11,1,0,1,26,1
19,1,1,1,15,1,2,1,19,1
36,1,1,1,4,1,2,1,36,1
39,1,1,1,39,1,0,1,23,1
40,1,1,1,39,1,2,1,40,1
56,2,2,1,30,1,10,1,56,2
50,1,1,1,26,1,8,1,50,1
40,1,1,1,40,1,2,1,27,1
170,4,1,1,24,1,0,1,170,4
39,1,1,1,31,1,3,1,39,1
82,2,2,1,9,1,31,1,82,2
56,2,1,1,30,1,1,1,56,2
39,1,1,1,39,1,0,1,24,1
40,1,1,1,21,1,3,1,40,1
50,1,1,1,22,1,5,1,50,1
49,1,1,1,27,1,2,1,49,1
78,2,2,1,33,1,7,1,78,2
500,6,1,1,67,2,1,1,500,6
54,2,2,1,9,1,9,1,54,2
96,2,3,1,25,1,5,1,96,2
55,2,1,1,21,1,2,1,55,2
34,1,1,1,13,1,2,1,34,1
40,1,1,1,40,1,2,1,31,1
62,2,2,1,19,1,13,1,62,2
42,1,1,1,24,1,5,1,42,1
44,1,1,1,20,1,3,1,44,1
39,1,1,1,8,1,3,1,39,1
190,4,0,1,36,1,0,1,190,4
35,1,1,1,35,1,1,1,34,1
500,6,1,1,48,1,1,1,500,6
90,2,2,1,8,1,10,1,90,2
32,1,1,1,32,1,2,1,27,1
54,2,2,1,16,1,12,1,54,2
48,1,1,1,31,1,8,1,48,1
28,1,0,1,28,1,0,1,7,1
43,1,1,1,28,1,1,1,43,1
29,1,0,1,29,1,1,1,26,1
50,1,1,1,16,1,11,1,50,1
52,2,1,1,46,1,4,1,52,2
46,1,1,1,46,1,1,1,41,1
34,1,1,1,34,1,3,1,30,1
171,4,1,1,105,3,1,1,171,4
500,6,2,1,152,4,1,1,456,6
73,2,3,1,34,1,1,1,73,2
38,1,0,1,38,1,0,1,36,1
55,2,1,1,46,1,0,1,55,2
73,2,0,1,19,1,0,1,73,2
40,1,1,1,40,1,5,1,33,1
173,4,10,1,2,1,39,1,173,4
110,3,4,1,69,2,15,1,110,3
34,1,1,1,19,1,0,1,34,1
194,4,8,1,11,1,19,1,194,4
46,1,1,1,38,1,2,1,46,1
60,2,1,1,30,1,5,1,60,2
68,2,1,1,68,2,0,1,45,1
73,2,2,1,7,1,15,1,73,2
61,2,1,1,35,1,4,1,61,2
79,2,2,1,43,1,0,1,79,2
54,2,1,1,40,1,1,1,54,2
81,2,4,1,19,1,8,1,81,2
138,3,3,1,40,1,4,1,138,3
57,2,1,1,38,1,3,1,57,2
40,1,1,1,38,1,0,1,40,1
67,2,1,1,29,1,1,1,67,2
40,1,1,1,36,1,0,1,40,1
56,2,1,1,45,1,4,1,56,2
26,1,0,1,20,1,0,1,26,1
67,2,1,1,29,1,1,1,67,2
243,5,2,1,39,1,5,1,243,5
54,2,1,1,21,1,1,1,54,2
60,2,1,1,50,1,0,1,60,2
62,2,1,1,51,2,0,1,62,2
62,2,1,1,26,1,0,1,62,2
86,2,2,1,12,1,4,1,86,2
100,3,3,1,37,1,10,1,100,3
51,2,1,1,29,1,0,1,51,2
